"id","year","as_cafe","ac_cafe","p_cafe","prec_mar","prec_aug","tmean_mar","tmean_aug","tmax_mar","tmax_aug","tmin_mar","tmin_aug","alt_mn","alt_sd","alt_dm"
15212,2009,352,326,163,102.113636,45.1875,19.54716,21.010795,22.75568,24.6108,16.338636,17.410795,1492.61016949153,427.202129756771,0
15212,2010,359,347,190.85,61.278409,77.869318,21.89489,20.51875,26.09489,23.92102,17.694886,17.116477,1492.61016949153,427.202129756771,0
15212,2011,359,320,192,143.289773,67.340909,19.94091,20.617614,23.00795,24.71761,16.873864,16.517614,1492.61016949153,427.202129756771,0
15212,2012,389,377,199.81,95.255682,46.3125,20.42955,20.880682,23.72955,24.57273,17.129545,17.188636,1492.61016949153,427.202129756771,0
15212,2013,307,241,96.25,104.835227,151.522727,21.21364,20.749432,25.21364,24.17557,17.213636,17.323295,1492.61016949153,427.202129756771,0
15325,2007,297,295,355,148.254386,188.72807,16.04035,15.574561,19.74035,18.77456,12.340351,12.374561,2181.08695652174,451.357087506567,1
15325,2008,327,315,378,46.473684,144.131579,15.56842,15.716667,19.16842,19.71667,11.968421,11.716667,2181.08695652174,451.357087506567,1
15325,2009,330,320,384,95.912281,86.008772,16.05614,16.387719,19.73947,19.58772,12.372807,13.187719,2181.08695652174,451.357087506567,1
15325,2010,440,423,211.5,127.149123,171.842105,17.81404,15.955263,21.72193,19.24035,13.907018,12.670175,2181.08695652174,451.357087506567,1
15325,2011,438,380,190,110.149123,86.026316,15.9,15.903509,19.19035,19.70351,12.609649,12.103509,2181.08695652174,451.357087506567,1
15325,2012,317,295,177,107.175439,108.22807,16.17193,16.174561,19.40789,19.47456,12.935965,12.874561,2181.08695652174,451.357087506567,1
15325,2013,342,319,127.5905,81.289474,257.219298,17.20614,16.021053,21.20614,19.04561,13.20614,12.996491,2181.08695652174,451.357087506567,1
15377,2007,600,600,420,194.054094,222.897661,17.86535,17.312135,21.54342,20.30731,14.187281,14.316959,1848.21052631579,527.361544539575,1
15377,2008,205,190,71,66.312865,221.327485,17.44985,17.332456,20.95658,20.98085,13.943129,13.684211,1848.21052631579,527.361544539575,1
15377,2009,220,175,87.5,111.540936,143.090643,17.80146,17.909503,21.48026,21.0614,14.122953,14.757602,1848.21052631579,527.361544539575,1
15377,2010,255,120,60,158.811404,240.869883,19.33801,17.690351,23.21447,20.9193,15.46155,14.46155,1848.21052631579,527.361544539575,1
15377,2011,347,50,30,81.437135,151.665205,17.56389,17.568421,20.76477,21.28041,14.363012,13.856579,1848.21052631579,527.361544539575,1
15377,2012,39,20,10,97.010234,163.24269,17.81769,17.651023,21.11769,20.88933,14.51769,14.412719,1848.21052631579,527.361544539575,1
15377,2013,52,37,23.7667,99.605263,326.899123,18.96023,17.483333,22.87778,20.41959,15.04269,14.547076,1848.21052631579,527.361544539575,1
15401,2007,270,260,229,209.625,159.0625,20.07187,20.309375,23.57187,23.80937,16.571875,16.809375,1455.47058823529,145.158270006082,0
15401,2008,75,69,69,169.90625,274.71875,19.39688,19.903125,22.79688,23.80313,15.996875,16.003125,1455.47058823529,145.158270006082,0
15401,2009,86,80,64,177.15625,73.03125,19.63437,21.265625,22.73438,24.86563,16.534375,17.665625,1455.47058823529,145.158270006082,0
15401,2010,40,30,30,102.125,119.84375,22.03125,20.76875,26.13125,24.16875,17.93125,17.36875,1455.47058823529,145.158270006082,0
15401,2011,2,2,3,187.46875,106.53125,20.12813,20.89375,23.12813,24.99375,17.128125,16.79375,1455.47058823529,145.158270006082,0
15401,2012,22,2,2,154.625,68.46875,20.64375,21.203125,23.94375,24.92813,17.34375,17.478125,1455.47058823529,145.158270006082,0
15401,2013,109,82,52.366,166.15625,208.84375,21.38437,21.015625,25.28438,24.51562,17.484375,17.515625,1455.47058823529,145.158270006082,0
15442,2007,523,408,286,138.552083,121.46875,20.97135,21.222396,24.57187,24.7224,17.370833,17.722396,1418.71502590674,564.151424552956,0
15442,2008,544,529,370,113.755208,182.354167,20.36198,20.841146,23.77188,24.75885,16.952083,16.923437,1418.71502590674,564.151424552956,0
15442,2009,335,335,134,109.291667,48.515625,20.57083,22.147396,23.7724,25.78281,17.369271,18.5125,1418.71502590674,564.151424552956,0
15442,2010,327,300,163,70.307292,94.427083,22.93281,21.670313,27.13281,25.16823,18.732813,18.172396,1418.71502590674,564.151424552956,0
15442,2011,217,197,98.5,152.942708,76.734375,21.01615,21.766146,24.06563,25.89427,17.966667,17.638021,1418.71502590674,564.151424552956,0
15442,2012,211,208,124.8,103.020833,50.010417,21.54167,22.023958,24.84167,25.73125,18.241667,18.316667,1418.71502590674,564.151424552956,0
15442,2013,348,297,163.2907,119.541667,175.8125,22.2724,21.875521,26.2724,25.37552,18.272396,18.375521,1418.71502590674,564.151424552956,0
15455,2007,750,692,519,190.745928,244.566775,16.69283,16.220521,20.39283,19.32508,12.992834,13.115961,2010.82736156352,495.799123387856,1
15455,2008,749,675,608,59.563518,208.7557,16.2785,16.300651,19.8785,20.20098,12.678502,12.400326,2010.82736156352,495.799123387856,1
15455,2009,755,655,589.5,108.570033,123.439739,16.76124,16.986645,20.47883,20.21075,13.043648,13.762541,2010.82736156352,495.799123387856,1
15455,2010,805,725,725,180.032573,246.084691,18.40782,16.6,22.35505,19.88143,14.460586,13.318567,2010.82736156352,495.799123387856,1
15455,2011,824,742,568,106.351792,134.498371,16.53616,16.537785,19.83616,20.33811,13.236156,12.737459,2010.82736156352,495.799123387856,1
15455,2012,824,674,337,114.892508,153.2443,16.84267,16.746906,20.14267,20.04691,13.542671,13.446906,2010.82736156352,495.799123387856,1
15455,2013,972,748,478.8728,107.368078,350.335505,17.90554,16.578502,21.90651,19.58208,13.90456,13.574919,2010.82736156352,495.799123387856,1
15469,2007,2650,2350,2350,164.889328,133.944664,17.13043,17.296443,20.93043,20.68063,13.330435,13.912253,1971.0119047619,227.2945415593,1
15469,2008,2663,2478,2478,128.490119,183.988142,16.54743,16.866798,20.12767,20.6668,12.967589,13.066798,1971.0119047619,227.2945415593,1
15469,2009,2729,2474,2449.26,140.632411,52.395257,16.74585,18.110277,20.14585,21.81067,13.34585,14.409881,1971.0119047619,227.2945415593,1
15469,2010,2494,1784,1159.6,98.071146,117.545455,18.94269,17.765217,23.34269,21.16522,14.542688,14.365217,1971.0119047619,227.2945415593,1
15469,2011,2494,1645,1100,140.494071,95.671937,17.04704,17.662055,20.15178,21.86206,13.942292,13.462055,1971.0119047619,227.2945415593,1
15469,2012,1570,324,324,103.335968,57.727273,17.50237,17.822134,20.90237,21.52213,14.102372,14.122134,1971.0119047619,227.2945415593,1
15469,2013,1858,1554,994.8902,162.098814,253.418972,18.27273,17.758893,22.38182,21.23636,14.163636,14.281423,1971.0119047619,227.2945415593,1
15480,2007,45,39,39,159.975155,119.714286,22.79752,23.07205,26.38199,26.57205,19.213043,19.57205,895.105590062112,262.705124676044,0
15480,2008,8,5,5,122.52795,199.763975,22.18075,22.708075,25.58075,26.65342,18.780745,18.762733,895.105590062112,262.705124676044,0
15480,2009,10,10,10,128.608696,53.776398,22.37826,24.027329,25.54472,27.63292,19.211801,20.421739,895.105590062112,262.705124676044,0
15480,2010,10,10,10,78.552795,91.869565,24.78323,23.509938,28.97516,26.97888,20.591304,20.040994,895.105590062112,262.705124676044,0
15480,2011,14,10,7,150.198758,81.608696,22.85217,23.675776,25.85217,27.77578,19.852174,19.575776,895.105590062112,262.705124676044,0
15480,2012,100,100,100,115.84472,52.478261,23.40311,23.931677,26.70311,27.6472,20.103106,20.216149,895.105590062112,262.705124676044,0
15480,2013,71,27,17.4553,131.099379,169.757764,24.11801,23.770186,28.10062,27.27019,20.135404,20.270186,895.105590062112,262.705124676044,0
15507,2007,134,120,90,206.33574,173.301444,23.44531,23.856498,26.93718,27.3565,19.95343,20.356498,872.516245487365,256.518428335219,0
15507,2008,134,134,100.5,153.909747,280.48917,22.81264,23.301625,26.16823,27.12383,19.45704,19.479422,872.516245487365,256.518428335219,0
15507,2009,40,30,24,173.416968,68.364621,23.02022,24.822744,26.10379,28.5083,19.936643,21.137184,872.516245487365,256.518428335219,0
15507,2010,100,50,50,111.303249,127.727437,25.41065,24.352166,29.5204,27.77292,21.300903,20.931408,872.516245487365,256.518428335219,0
15507,2011,103,40,32,174.676895,110.086643,23.58646,24.491697,26.58646,28.62762,20.586462,20.355776,872.516245487365,256.518428335219,0
15507,2012,120,0,0,142.953069,65.983755,24.17924,24.780866,27.47924,28.58087,20.879242,20.980866,872.516245487365,256.518428335219,0
15507,2013,193,157,100.4818,167.32852,211.606498,24.79982,24.575993,28.65704,28.11191,20.942599,21.040072,872.516245487365,256.518428335219,0
15514,2007,175,175,140,171.792405,262.303797,20.13544,19.537215,23.83544,22.58962,16.435443,16.48481,1425.58227848101,383.972225875162,0
15514,2008,175,175,140,40.686076,197.772152,19.83899,19.685316,23.43899,23.54127,16.238987,15.829367,1425.58227848101,383.972225875162,0
15514,2009,175,171,136.8,87.412658,123.351899,20.39899,20.275696,24.20253,23.41266,16.595443,17.138734,1425.58227848101,383.972225875162,0
15514,2010,195,176,140.8,179.265823,290.075949,21.7557,19.891139,25.60582,23.09114,17.90557,16.691139,1425.58227848101,383.972225875162,0
15514,2011,188,111,77.7844,75.873418,130.243038,20.03975,19.875696,23.36506,23.59241,16.71443,16.159241,1425.58227848101,383.972225875162,0
15514,2012,239,199,159.2,92.470886,161.486076,20.31468,20.038481,23.61468,23.24582,17.014684,16.831139,1425.58227848101,383.972225875162,0
15514,2013,272,220,140.9741,78.18481,322.989873,21.4081,19.831139,25.4081,22.74557,17.408101,16.916709,1425.58227848101,383.972225875162,0
15531,2007,385,360,360,168.491582,144.047138,21.13838,21.446465,24.74007,24.94646,17.5367,17.946465,1222.63851351351,586.071778796345,0
15531,2008,400,350,350,131.96633,223.205387,20.53434,20.986532,23.94983,24.8633,17.118855,17.109764,1222.63851351351,586.071778796345,0
15531,2009,460,400,200,132.93266,55.824916,20.73872,22.36532,23.92391,26.0633,17.553535,18.66734,1222.63851351351,586.071778796345,0
15531,2010,450,400,200,89.094276,111.478114,23.07946,21.914815,27.27946,25.41481,18.879461,18.414815,1222.63851351351,586.071778796345,0
15531,2011,450,369,184.5,176.148148,93.016835,21.21111,21.988552,24.26027,26.18653,18.16229,17.790572,1222.63851351351,586.071778796345,0
15531,2012,509,418,505.78,120.178451,57.060606,21.75354,22.243771,25.05354,26.00572,18.453535,18.481818,1222.63851351351,586.071778796345,0
15531,2013,399,328,209.7777,146.286195,206.383838,22.43872,22.088889,26.42054,25.58923,18.457239,18.588889,1222.63851351351,586.071778796345,0
15533,2007,170,150,85,184.948276,214.124521,21.64425,20.994444,25.25728,23.9113,18.031418,18.077586,1183.28735632184,379.272383740548,0
15533,2008,192,180,67,56.208812,214.114943,21.25517,21.056897,24.73831,24.60268,17.772031,17.511111,1183.28735632184,379.272383740548,0
15533,2009,205,180,90,102.913793,149.3659,21.5659,21.516858,25.15824,24.56341,17.973563,18.470307,1183.28735632184,379.272383740548,0
15533,2010,235,140,70,144.733716,233.750958,22.96935,21.372031,26.73238,24.57146,19.206322,18.172605,1183.28735632184,379.272383740548,0
15533,2011,213,140,90,69.329502,147.055556,21.31609,21.272031,24.47835,24.89866,18.154023,17.645402,1183.28735632184,379.272383740548,0
15533,2012,210,205,102.5,87.975096,163.762452,21.52069,21.29272,24.74483,24.47586,18.296552,18.10977,1183.28735632184,379.272383740548,0
15533,2013,25,24,15.1894,86.783525,304.683908,22.70843,21.085249,26.5341,23.94885,18.88295,18.221648,1183.28735632184,379.272383740548,0
15550,2007,190,85,106,181.245353,214.120818,17.1697,16.629182,20.84665,19.59721,13.492751,13.661338,1952.45996275605,428.422957139005,1
15550,2008,198,180,127,69.70632,209.962825,16.63364,16.607621,20.12491,20.17472,13.142379,13.040706,1952.45996275605,428.422957139005,1
15550,2009,232,175,70,114.486989,134.412639,16.88625,17.162639,20.47807,20.30836,13.294424,14.016914,1952.45996275605,428.422957139005,1
15550,2010,291,230,230,129.473978,223.650558,18.55558,17.031041,22.4342,20.27305,14.676952,13.789033,1952.45996275605,428.422957139005,1
15550,2011,213,140,110,82.964684,146.187732,16.7132,16.852416,19.85074,20.55669,13.575651,13.148141,1952.45996275605,428.422957139005,1
15550,2012,191,170,85,90.643123,154.466543,16.95037,16.898327,20.21766,20.16134,13.683086,13.635316,1952.45996275605,428.422957139005,1
15550,2013,104,91,58.4853,101.016729,324.031599,18.13513,16.762268,22.00781,19.71599,14.262454,13.80855,1952.45996275605,428.422957139005,1
15580,2007,55,34,32,178.135678,141.01005,22.03015,22.321106,25.53417,25.82111,18.526131,18.821106,1128.67336683417,231.806648016984,0
15580,2008,31,25,22,143.371859,233.869347,21.37739,21.89799,24.75327,25.80653,18.001508,17.989447,1128.67336683417,231.806648016984,0
15580,2009,33,23,16.1,151.959799,60.984925,21.59397,23.290452,24.68945,26.89045,18.498492,19.690452,1128.67336683417,231.806648016984,0
15580,2010,35,25,18.75,89.025126,106.361809,24.00653,22.78593,28.11407,26.21206,19.898995,19.360302,1128.67336683417,231.806648016984,0
15580,2011,35,23,18.4,171.020101,90.698492,22.10402,22.940704,25.10402,27.0407,19.10402,18.840704,1128.67336683417,231.806648016984,0
15580,2012,91,32,25.6,128.562814,57.839196,22.6603,23.229648,25.9603,26.99397,19.360302,19.465327,1128.67336683417,231.806648016984,0
15580,2013,125,72,46.0163,141.437186,181.085427,23.35628,23.048241,27.25528,26.54824,19.457286,19.548241,1128.67336683417,231.806648016984,0
15660,2007,130,127,119,173.930769,258.6,16.81923,16.34,20.51923,19.44,13.119231,13.24,2070.48461538462,368.081433411065,1
15660,2008,155,144,133.92,54.792308,212.961538,16.41615,16.396923,20.01615,20.29385,12.816154,12.5,2070.48461538462,368.081433411065,1
15660,2009,156,140,130.2,94.592308,124.338462,16.88923,17.073077,20.61308,20.28077,13.165385,13.865385,2070.48461538462,368.081433411065,1
15660,2010,174,16,14.415,168.646154,270.969231,18.49769,16.713846,22.44769,19.99846,14.547692,13.429231,2070.48461538462,368.081433411065,1
15660,2011,168,11,7.9635,83.146154,140.930769,16.64308,16.639231,19.94308,20.43923,13.343077,12.839231,2070.48461538462,368.081433411065,1
15660,2012,183,97,87.3,99.930769,160.884615,16.95077,16.823846,20.25077,20.12385,13.650769,13.523846,2070.48461538462,368.081433411065,1
15660,2013,199,155,99.144,96.561538,343.876923,18.02308,16.652308,22.02308,19.65231,14.023077,13.652308,2070.48461538462,368.081433411065,1
15664,2007,680,650,650,168.202247,143.337079,18.66292,18.877528,22.46292,22.24045,14.862921,15.514607,1612.89887640449,164.515338117745,1
15664,2008,615,550,605,141.044944,199.089888,18.06742,18.4,21.6573,22.16404,14.477528,14.635955,1612.89887640449,164.515338117745,1
15664,2009,650,590,649,150.179775,52.213483,18.24045,19.692135,21.64045,23.47191,14.840449,15.91236,1612.89887640449,164.515338117745,1
15664,2010,720,570,598.5,100.292135,127.033708,20.43933,19.357303,24.83933,22.7573,16.039326,15.957303,1612.89887640449,164.515338117745,1
15664,2011,740,570,456,164.595506,103.044944,18.56966,19.255056,21.66966,23.45506,15.469663,15.055056,1612.89887640449,164.515338117745,1
15664,2012,658,404,404,106.921348,57.617978,19.04719,19.388764,22.44719,23.12921,15.647191,15.648315,1612.89887640449,164.515338117745,1
15664,2013,725,551,352.9281,170.662921,268.640449,19.79888,19.344944,23.89888,22.84494,15.698876,15.844944,1612.89887640449,164.515338117745,1
15681,2007,220,200,120,197.881579,167.078947,22.62719,22.975877,26.17237,26.47588,19.082018,19.475877,1006.18859649123,266.842434742901,0
15681,2008,130,130,78,156.614035,268.72807,22.00702,22.494298,25.40702,26.38158,18.607018,18.607018,1006.18859649123,266.842434742901,0
15681,2009,190,130,104,158.491228,66.723684,22.20614,23.924123,25.32456,27.62412,19.087719,20.224123,1006.18859649123,266.842434742901,0
15681,2010,135,100,60,102.149123,127.368421,24.59079,23.45,28.77281,26.95,20.408772,19.95,1006.18859649123,266.842434742901,0
15681,2011,135,92,55.2,174.184211,107.337719,22.72588,23.57807,25.72588,27.76009,19.725877,19.396053,1006.18859649123,266.842434742901,0
15681,2012,185,40,25,143.048246,65.894737,23.29518,23.840351,26.59518,27.64035,19.995175,20.040351,1006.18859649123,266.842434742901,0
15681,2013,254,186,89.1826,166.583333,224.311404,23.95482,23.668421,27.87982,27.16842,20.029825,20.168421,1006.18859649123,266.842434742901,0
15686,2007,600,600,360,161.855422,125,19.74337,19.951807,23.54337,23.25181,15.943373,16.651807,1373.30120481928,211.666081648624,0
15686,2008,550,550,330,142.084337,176.939759,19.13735,19.466265,22.73735,23.16627,15.537349,15.766265,1373.30120481928,211.666081648624,0
15686,2009,492,454,292.46,148.421687,47.73494,19.29639,20.756627,22.69639,24.55542,15.896386,16.957831,1373.30120481928,211.666081648624,0
15686,2010,594,473,293.26,96.192771,114.891566,21.49518,20.431325,25.89518,23.83133,17.095181,17.031325,1373.30120481928,211.666081648624,0
15686,2011,75,35,36,140.915663,96.337349,19.61084,20.33253,22.71084,24.53253,16.510843,16.13253,1373.30120481928,211.666081648624,0
15686,2012,93,0,0,98.373494,51.771084,20.10482,20.442169,23.50482,24.20241,16.704819,16.681928,1373.30120481928,211.666081648624,0
15686,2013,542,457,292.6313,166.204819,246.963855,20.84578,20.424096,24.94578,23.9241,16.745783,16.924096,1373.30120481928,211.666081648624,0
15690,2007,10,5,5,205.718663,309.222841,22.19666,21.529248,25.89638,24.60585,18.496936,18.452646,963.504178272981,442.332851187289,0
15690,2008,16,15,15,36.002786,196.314763,21.92507,21.802786,25.61588,25.71309,18.234262,17.892479,963.504178272981,442.332851187289,0
15690,2009,10,5,5,107.178273,126.10585,22.53788,22.324791,26.36156,25.40446,18.714206,19.245125,963.504178272981,442.332851187289,0
15690,2010,8,8,7.2,220.832869,322.623955,23.82813,21.886072,27.61253,25.08524,20.043733,18.686908,963.504178272981,442.332851187289,0
15690,2011,8,6,3.9776,102.194986,119.139276,22.15766,21.909749,25.52758,25.57911,18.787744,18.24039,963.504178272981,442.332851187289,0
15690,2012,8,6,4.5,121.415042,170.771588,22.36936,22.097772,25.66936,25.29777,19.069359,18.897772,963.504178272981,442.332851187289,0
15690,2013,3,2,1.2938,84.114206,376.980501,23.4376,21.877159,27.40418,24.77019,19.471031,18.984123,963.504178272981,442.332851187289,0
15761,2007,39,33,16.5,145.7,180.114286,17.44714,16.972857,21.14714,20.17286,13.747143,13.772857,1983.9,402.814739666703,1
15761,2008,39,34,17,43.357143,137.4,16.99857,17.121429,20.59857,21.12143,13.398571,13.121429,1983.9,402.814739666703,1
15761,2009,36,36,18,90.957143,82.614286,17.48857,17.778571,21.18857,20.97857,13.788571,14.578571,1983.9,402.814739666703,1
15761,2010,37,36,18.25,126.914286,168.357143,19.20571,17.351429,23.10571,20.64571,15.305714,14.057143,1983.9,402.814739666703,1
15761,2011,36,25,10.0821,101.4,83.614286,17.31143,17.314286,20.61143,21.11429,14.011429,13.514286,1983.9,402.814739666703,1
15761,2012,36,36,18.25,98.2,103.471429,17.59143,17.554286,20.89143,20.85429,14.291429,14.254286,1983.9,402.814739666703,1
15761,2013,43,42,16.7264,78.571429,247.185714,18.63,17.395714,22.63,20.39571,14.63,14.395714,1983.9,402.814739666703,1
15816,2007,750,700,700,161.516667,132.783333,17.15667,17.310833,20.95667,20.62167,13.356667,14,1978.61983471074,234.460027019474,1
15816,2008,678,580,580,131.375,178.191667,16.57,16.883333,20.17,20.68333,12.97,13.083333,1978.61983471074,234.460027019474,1
15816,2009,660,640,640,140.608333,51.158333,16.75583,18.1125,20.15583,21.8125,13.355833,14.4125,1978.61983471074,234.460027019474,1
15816,2010,670,640,640,96.45,119.3,18.94333,17.7825,23.34333,21.1825,14.543333,14.3825,1978.61983471074,234.460027019474,1
15816,2011,686,656,555,130.133333,95.841667,17.04333,17.6575,20.16167,21.8575,13.925,13.4575,1978.61983471074,234.460027019474,1
15816,2012,700,680,544,99.508333,56.858333,17.48583,17.8025,20.88583,21.5025,14.085833,14.1025,1978.61983471074,234.460027019474,1
15816,2013,669,521,317.1179,162.483333,258.733333,18.27417,17.755,22.40583,21.23917,14.1425,14.270833,1978.61983471074,234.460027019474,1
15897,2007,919,854,640,167.658703,229.56314,15.77952,15.395904,19.54198,18.54232,12.017406,12.249488,2208.21355932203,484.002542390026,1
15897,2008,916,916,870,64.972696,204.095563,15.31809,15.403072,18.91809,19.30307,11.718089,11.503072,2208.21355932203,484.002542390026,1
15897,2009,928,879,571.35,100.518771,110.921502,15.73413,16.148805,19.42799,19.44881,12.040273,12.848805,2208.21355932203,484.002542390026,1
15897,2010,983,898,583.7,150.006826,225.389078,17.51536,15.781229,21.52321,19.08123,13.50785,12.481229,2208.21355932203,484.002542390026,1
15897,2011,983,827,520,95.273038,132.365188,15.5884,15.69727,18.86314,19.55973,12.313652,11.834812,2208.21355932203,484.002542390026,1
15897,2012,966,813,511.1971,103.989761,142.474403,15.91706,15.887031,19.21706,19.19113,12.617065,12.582935,2208.21355932203,484.002542390026,1
15897,2013,1049,843,539.3616,109.788396,340.341297,16.96177,15.744027,21.03515,18.8198,12.888737,12.668259,2208.21355932203,484.002542390026,1
17001,2007,9268,6424,10848,107.217726,163.427746,17.63237,17.297495,20.43719,20.14952,14.827553,14.445472,1994.66986564299,838.05719836106,1
17001,2008,8536,6379,9706,132.560694,212.393064,16.73121,17.120039,19.58882,20.27071,13.873603,13.969364,1994.66986564299,838.05719836106,1
17001,2009,8084,7230,10411,126.188825,86.410405,17.26301,18.486513,19.71638,21.32832,14.809634,15.644701,1994.66986564299,838.05719836106,1
17001,2010,7616,6780,12713,50.317919,82.998073,19.43449,17.947206,22.62042,20.75491,16.248555,15.139499,1994.66986564299,838.05719836106,1
17001,2011,7592,6482,12121.3398,158.425819,51.038536,17.54855,18.195376,20.13276,21.42254,14.964355,14.968208,1994.66986564299,838.05719836106,1
17001,2012,7592,6482,6482,68.304432,45.410405,18.07033,18.534489,20.98401,21.65395,15.156647,15.415222,1994.66986564299,838.05719836106,1
17001,2013,7147,5398,5262.127,109.102119,79.321773,18.75145,18.282852,21.73218,21.08285,15.770713,15.482852,1994.66986564299,838.05719836106,1
17013,2007,4626,4173,4063,135.451957,204.174377,18.41601,18.278648,21.14181,21.15463,15.690214,15.402847,1764.85409252669,723.202473893206,1
17013,2008,4604,4085,3458,186.948399,274.149466,17.53915,17.847153,20.36957,20.91601,14.708719,14.778292,1764.85409252669,723.202473893206,1
